iteration,kl_loss,reco_loss,total_loss
0.0,0.2479444146156311,142.32655334472656,142.5744977593422
1.0,0.24769525229930878,144.66082763671875,144.90852288901806
2.0,0.2515716850757599,146.30908203125,146.56065371632576
3.0,0.24990257620811462,137.31768798828125,137.56759056448936
4.0,0.2374856173992157,139.72764587402344,139.96513149142265
5.0,0.2647455632686615,146.2891082763672,146.55385383963585
6.0,0.23681440949440002,140.5830535888672,140.8198679983616
7.0,0.24170729517936707,138.74880981445312,138.9905171096325
8.0,0.2358408272266388,138.56613159179688,138.8019724190235
9.0,0.2392675131559372,149.52902221679688,149.7682897299528
10.0,0.2405279278755188,143.35865783691406,143.59918576478958
11.0,0.23632487654685974,145.50900268554688,145.74532756209373
12.0,0.23223315179347992,141.45584106445312,141.6880742162466
13.0,0.23776720464229584,148.67343139648438,148.91119860112667
14.0,0.22661982476711273,139.19732666015625,139.42394648492336
15.0,0.23189792037010193,143.8986053466797,144.1305032670498
16.0,0.2377278059720993,143.29052734375,143.5282551497221
17.0,0.22851015627384186,139.4526824951172,139.68119265139103
18.0,0.23027358949184418,141.38600158691406,141.6162751764059
19.0,0.22145412862300873,138.95904541015625,139.18049953877926
20.0,0.22666406631469727,138.87460327148438,139.10126733779907
21.0,0.23311695456504822,143.02671813964844,143.25983509421349
22.0,0.21417704224586487,138.2047119140625,138.41888895630836
23.0,0.2273549884557724,138.36326599121094,138.5906209796667
24.0,0.22826246917247772,144.11085510253906,144.33911757171154
25.0,0.2268814891576767,146.5426483154297,146.76952980458736
26.0,0.2244681715965271,137.22607421875,137.45054239034653
27.0,0.2234719693660736,139.1025848388672,139.32605680823326
28.0,0.23086999356746674,146.28189086914062,146.5127608627081
29.0,0.21044231951236725,140.77105712890625,140.98149944841862
30.0,0.22476109862327576,139.64280700683594,139.8675681054592
31.0,0.2202114313840866,138.1761932373047,138.39640466868877
32.0,0.22813504934310913,139.46112060546875,139.68925565481186
33.0,0.21927301585674286,142.09347534179688,142.31274835765362
34.0,0.21601901948451996,134.9324493408203,135.14846836030483
35.0,0.21888519823551178,130.58583068847656,130.80471588671207
36.0,0.21636483073234558,137.9042510986328,138.12061592936516
37.0,0.2208322286605835,139.11399841308594,139.33483064174652
38.0,0.21157172322273254,139.96224975585938,140.1738214790821
39.0,0.2063714563846588,137.21112060546875,137.4174920618534
40.0,0.20767593383789062,134.987060546875,135.1947364807129
41.0,0.20922832190990448,134.1483154296875,134.3575437515974
42.0,0.2141030728816986,132.36508178710938,132.57918485999107
43.0,0.2000993937253952,130.9641571044922,131.16425649821758
44.0,0.2224964201450348,131.48231506347656,131.7048114836216
45.0,0.2166421264410019,134.43264770507812,134.64928983151913
46.0,0.205158531665802,129.12515258789062,129.33031111955643
47.0,0.2032938301563263,132.94366455078125,133.14695838093758
48.0,0.19809028506278992,125.5774917602539,125.7755820453167
49.0,0.20901386439800262,125.36744689941406,125.57646076381207
50.0,0.2002885937690735,134.7039031982422,134.90419179201126
51.0,0.19978193938732147,130.29464721679688,130.4944291561842
52.0,0.21495695412158966,128.93812561035156,129.15308256447315
53.0,0.20784755051136017,139.13050842285156,139.33835597336292
54.0,0.20252758264541626,139.92433166503906,140.12685924768448
55.0,0.2088225781917572,133.9866943359375,134.19551691412926
56.0,0.20987659692764282,128.47613525390625,128.6860118508339
57.0,0.209127277135849,128.43115234375,128.64027962088585
58.0,0.19916093349456787,128.49560546875,128.69476640224457
59.0,0.19878894090652466,133.47503662109375,133.67382556200027
60.0,0.2058759480714798,131.17999267578125,131.38586862385273
61.0,0.19482886791229248,128.53504943847656,128.72987830638885
62.0,0.21143604815006256,131.60301208496094,131.814448133111
63.0,0.19758644700050354,127.452880859375,127.6504673063755
64.0,0.20013301074504852,131.3035888671875,131.50372187793255
65.0,0.20182406902313232,125.01960754394531,125.22143161296844
66.0,0.19957467913627625,121.90846252441406,122.10803720355034
67.0,0.19695927202701569,132.0855255126953,132.28248478472233
68.0,0.20586411654949188,122.01148223876953,122.21734635531902
69.0,0.19568777084350586,128.93199157714844,129.12767934799194
70.0,0.19692140817642212,123.35691833496094,123.55383974313736
71.0,0.19553039968013763,128.5831298828125,128.77866028249264
72.0,0.19948987662792206,122.54896545410156,122.74845533072948
73.0,0.2078828364610672,125.66104888916016,125.86893172562122
74.0,0.19761395454406738,127.01547241210938,127.21308636665344
75.0,0.19219690561294556,119.58147430419922,119.77367120981216
76.0,0.20392470061779022,136.9659423828125,137.1698670834303
77.0,0.18853959441184998,123.76686096191406,123.95540055632591
78.0,0.19991585612297058,124.74738311767578,124.94729897379875
79.0,0.19549652934074402,131.07984924316406,131.2753457725048
80.0,0.2056664079427719,126.61254119873047,126.81820760667324
81.0,0.1884973794221878,128.86521911621094,129.05371649563313
82.0,0.19690053164958954,112.9068603515625,113.10376088321209
83.0,0.19955317676067352,122.11450958251953,122.3140627592802
84.0,0.19909220933914185,125.30599212646484,125.50508433580399
85.0,0.18773600459098816,123.49070739746094,123.67844340205193
86.0,0.19285249710083008,125.0818099975586,125.27466249465942
87.0,0.19692716002464294,125.8916244506836,126.08855161070824
88.0,0.20828624069690704,130.2906494140625,130.4989356547594
89.0,0.19101664423942566,125.48155975341797,125.6725763976574
90.0,0.18879857659339905,117.94656372070312,118.13536229729652
91.0,0.20467258989810944,129.1522979736328,129.35697056353092
92.0,0.19636885821819305,130.26251220703125,130.45888106524944
93.0,0.1903497278690338,120.2472152709961,120.43756499886513
94.0,0.19982406497001648,129.5161590576172,129.7159831225872
95.0,0.18859706819057465,120.46992492675781,120.65852199494839
