iteration,kl_loss,reco_loss,total_loss
0.0,0.30586397647857666,140.68017578125,140.98603975772858
1.0,0.27023810148239136,132.0380859375,132.3083240389824
2.0,0.3082464039325714,125.90180206298828,126.21004846692085
3.0,0.30720055103302,113.17063903808594,113.47783958911896
4.0,0.3689444363117218,102.00308227539062,102.37202671170235
5.0,0.3979169726371765,99.65689849853516,100.05481547117233
6.0,0.47482171654701233,89.40817260742188,89.88299432396889
7.0,0.5934821367263794,81.52721405029297,82.12069618701935
8.0,0.7079586982727051,80.34007263183594,81.04803133010864
9.0,0.7991586327552795,85.40373992919922,86.2028985619545
10.0,0.9457892775535583,77.47406768798828,78.41985696554184
11.0,0.9838733673095703,73.06038665771484,74.04426002502441
12.0,1.1398277282714844,74.52790069580078,75.66772842407227
13.0,1.203542947769165,68.72029876708984,69.92384171485901
14.0,1.3416008949279785,62.282779693603516,63.624380588531494
15.0,1.4993788003921509,71.15552520751953,72.65490400791168
16.0,1.4887021780014038,58.37504196166992,59.863744139671326
17.0,1.6500962972640991,62.764713287353516,64.41480958461761
18.0,1.7706413269042969,67.3067398071289,69.0773811340332
19.0,1.880863904953003,64.8073501586914,66.68821406364441
20.0,1.9814093112945557,63.11213302612305,65.0935423374176
21.0,2.046419382095337,56.52726364135742,58.57368302345276
22.0,2.223703622817993,57.551979064941406,59.7756826877594
23.0,2.2970428466796875,54.76466751098633,57.061710357666016
24.0,2.61555552482605,51.84309005737305,54.4586455821991
25.0,2.571646213531494,59.53042221069336,62.10206842422485
26.0,2.6278953552246094,44.30734634399414,46.93524169921875
27.0,2.7155508995056152,56.13234329223633,58.84789419174194
28.0,2.7787835597991943,60.457481384277344,63.23626494407654
29.0,2.9982736110687256,51.39569091796875,54.393964529037476
30.0,3.0060362815856934,51.93793869018555,54.94397497177124
31.0,3.117225408554077,49.73041915893555,52.847644567489624
32.0,3.359814167022705,49.68544006347656,53.04525423049927
33.0,3.4414165019989014,49.99592208862305,53.43733859062195
34.0,3.5049121379852295,44.954917907714844,48.45983004570007
35.0,3.753608465194702,44.974029541015625,48.72763800621033
36.0,3.7241618633270264,45.812862396240234,49.53702425956726
37.0,3.7659835815429688,48.53904342651367,52.30502700805664
38.0,3.759661912918091,38.941558837890625,42.701220750808716
39.0,4.179491996765137,41.69548797607422,45.874979972839355
40.0,4.151806831359863,35.15289306640625,39.30469989776611
41.0,4.094356060028076,48.45468521118164,52.54904127120972
42.0,4.289423942565918,40.72040557861328,45.0098295211792
43.0,4.5737128257751465,43.070533752441406,47.64424657821655
44.0,4.483794689178467,40.8342399597168,45.318034648895264
45.0,4.366107940673828,41.304073333740234,45.67018127441406
46.0,4.145660400390625,38.67402648925781,42.81968688964844
47.0,4.528344631195068,44.82269287109375,49.35103750228882
48.0,4.402216911315918,41.92208480834961,46.32430171966553
49.0,4.452003002166748,40.22111892700195,44.6731219291687
50.0,4.461555004119873,41.21823501586914,45.679790019989014
51.0,4.498837947845459,35.90869903564453,40.40753698348999
52.0,4.215774059295654,33.94205856323242,38.157832622528076
53.0,4.752035140991211,32.872161865234375,37.624197006225586
54.0,4.624092102050781,38.25564956665039,42.87974166870117
55.0,4.537684917449951,41.316715240478516,45.85440015792847
56.0,4.782442569732666,35.928497314453125,40.71093988418579
57.0,4.458985328674316,39.86959457397461,44.328579902648926
58.0,4.627943515777588,32.355525970458984,36.98346948623657
59.0,4.5105414390563965,33.70391082763672,38.214452266693115
60.0,4.514383792877197,33.24195098876953,37.75633478164673
61.0,4.772470474243164,33.40143966674805,38.17391014099121
62.0,4.6208977699279785,33.160396575927734,37.78129434585571
63.0,4.804137229919434,32.80012130737305,37.60425853729248
64.0,4.678945064544678,32.1920280456543,36.870973110198975
65.0,5.048306941986084,41.22329330444336,46.27160024642944
66.0,4.8386664390563965,34.91328048706055,39.75194692611694
67.0,4.95989465713501,34.921409606933594,39.8813042640686
