iteration,kl_loss,reco_loss,total_loss
0.0,0.2964992821216583,138.68936157226562,138.98586085438728
1.0,0.28221839666366577,140.71112060546875,140.99333900213242
2.0,0.27679598331451416,135.6216583251953,135.89845430850983
3.0,0.28602153062820435,138.44158935546875,138.72761088609695
4.0,0.28096526861190796,138.3206024169922,138.6015676856041
5.0,0.2871987819671631,135.59829711914062,135.8854959011078
6.0,0.27771830558776855,136.63888549804688,136.91660380363464
7.0,0.2856980860233307,145.00308227539062,145.28878036141396
8.0,0.28840529918670654,145.54104614257812,145.82945144176483
9.0,0.2768556773662567,134.08106994628906,134.35792562365532
10.0,0.28756049275398254,136.76783752441406,137.05539801716805
11.0,0.29334506392478943,135.70957946777344,136.00292453169823
12.0,0.2791837155818939,135.30934143066406,135.58852514624596
13.0,0.2772708833217621,133.6110076904297,133.88827857375145
14.0,0.2798056900501251,138.94093322753906,139.2207389175892
15.0,0.2668502628803253,140.13272094726562,140.39957121014595
16.0,0.28800851106643677,135.6468963623047,135.93490487337112
17.0,0.28679412603378296,135.38648986816406,135.67328399419785
18.0,0.2804267406463623,133.31961059570312,133.6000373363495
19.0,0.2722760736942291,134.17117309570312,134.44344916939735
20.0,0.2757454812526703,135.68360900878906,135.95935449004173
21.0,0.26550522446632385,136.12074279785156,136.3862480223179
22.0,0.2875080406665802,135.30975341796875,135.59726145863533
23.0,0.2660941779613495,128.02561950683594,128.2917136847973
24.0,0.26830336451530457,145.42251586914062,145.69081923365593
25.0,0.27483323216438293,130.92718505859375,131.20201829075813
26.0,0.27281078696250916,133.61264038085938,133.88545116782188
27.0,0.27396300435066223,137.30091857910156,137.57488158345222
28.0,0.2740308344364166,130.24278259277344,130.51681342720985
29.0,0.2694397568702698,140.5378875732422,140.80732733011246
30.0,0.26382556557655334,138.71998596191406,138.98381152749062
31.0,0.27098992466926575,129.06192016601562,129.3329100906849
32.0,0.2615327537059784,127.68852996826172,127.9500627219677
33.0,0.2616775333881378,130.3126220703125,130.57429960370064
34.0,0.2795226573944092,134.6597900390625,134.9393126964569
35.0,0.27159225940704346,134.4137420654297,134.68533432483673
36.0,0.2713538408279419,138.22341918945312,138.49477303028107
37.0,0.27574560046195984,131.2003631591797,131.47610875964165
38.0,0.25832825899124146,132.6632080078125,132.92153626680374
39.0,0.2668522894382477,124.41339111328125,124.6802434027195
40.0,0.25236976146698,133.0680389404297,133.32040870189667
41.0,0.2531145513057709,119.80433654785156,120.05745109915733
42.0,0.2646716237068176,137.02041625976562,137.28508788347244
43.0,0.262988418340683,128.8570098876953,129.119998306036
44.0,0.274771511554718,127.28923797607422,127.56400948762894
45.0,0.27073562145233154,133.2762908935547,133.54702651500702
46.0,0.26357799768447876,128.14894104003906,128.41251903772354
47.0,0.27432695031166077,128.93283081054688,129.20715776085854
48.0,0.2643251419067383,124.79851531982422,125.06284046173096
49.0,0.2598544955253601,130.58335876464844,130.8432132601738
50.0,0.25565028190612793,122.90048217773438,123.1561324596405
51.0,0.2641375660896301,130.20664978027344,130.47078734636307
52.0,0.2648600935935974,128.9192352294922,129.18409532308578
